City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Asyut,EG,27.181,31.1837,86.18,42,0,10.02,clear sky
452,Mulanje,MW,-16.0316,35.5,59.27,96,86,2.8,overcast clouds
453,Muisne,EC,0.6,-80.0333,76.21,85,100,7.99,overcast clouds
454,Tuskegee,US,32.424,-85.6916,79.95,80,99,0.87,overcast clouds
455,San Jeronimo,PE,-11.9472,-75.2829,44.53,84,13,2.26,few clouds
456,Sinnamary,GF,5.3833,-52.95,76.42,88,98,6.85,overcast clouds
457,Marienburg,PL,54.0359,19.0266,62.89,95,57,5.17,broken clouds
458,Berbera,SO,10.4396,45.0143,89.53,42,94,14.34,overcast clouds
459,Aldan,RU,58.6031,125.3894,55.11,84,100,4.29,light rain
460,Caravelas,BR,-17.7125,-39.2481,73.04,87,39,7.07,scattered clouds
461,Fereydun Kenar,IR,36.6864,52.5225,70.02,88,0,0.0,clear sky
462,Monrovia,LR,6.3005,-10.7969,77.58,85,100,6.02,overcast clouds
463,Chilca,PE,-12.5211,-76.7372,62.11,87,75,7.43,broken clouds
464,Port Moresby,PG,-9.4431,147.1797,83.79,70,100,10.2,overcast clouds
465,Kalmunai,LK,7.4167,81.8167,83.23,70,100,3.8,overcast clouds
466,Terra Rica,BR,-22.7094,-52.6169,47.52,70,99,7.45,overcast clouds
467,Manati,PR,18.4275,-66.4921,81.68,89,91,9.28,overcast clouds
468,Araouane,ML,18.9048,-3.5265,85.32,41,32,14.07,scattered clouds
469,Tres Lagoas,BR,-20.7511,-51.6783,54.68,60,100,8.99,overcast clouds
470,Razole,IN,16.4833,81.8333,93.7,50,85,6.06,overcast clouds
471,Verkh-Usugli,RU,52.7,115.1667,72.34,38,79,5.57,light rain
472,Atar,MR,20.5169,-13.0499,88.27,20,5,10.33,clear sky
473,Axim,GH,4.8699,-2.2405,76.91,78,100,5.73,overcast clouds
474,Yulara,AU,-25.2406,130.9889,59.99,36,4,10.54,clear sky
475,Tandil,AR,-37.3217,-59.1332,35.69,48,0,3.09,clear sky
476,Nikolayevsk-Na-Amure,RU,53.1406,140.73,68.86,44,91,2.71,overcast clouds
477,Kutum,SD,14.2,24.6667,75.15,55,98,7.58,overcast clouds
478,Ilo,PE,-17.6394,-71.3375,60.71,82,2,6.93,clear sky
479,Thinadhoo,MV,0.5333,72.9333,83.77,71,100,12.01,overcast clouds
480,Key West,US,24.5557,-81.7826,87.8,69,0,4.61,clear sky
481,Tazmalt,DZ,36.3868,4.3989,66.18,39,0,1.86,clear sky
482,Sechura,PE,-5.5569,-80.8222,64.53,82,19,13.76,few clouds
483,Goderich,CA,43.7501,-81.7165,61.12,72,100,11.5,overcast clouds
484,Barcelos,PT,41.5388,-8.6151,75.92,85,0,3.42,clear sky
485,Road Town,VG,18.4167,-64.6167,82.49,76,24,22.97,few clouds
486,Caborca,MX,30.5838,-111.101,90.93,26,9,2.68,clear sky
487,Lazaro Cardenas,MX,17.9583,-102.2,81.32,78,70,2.91,broken clouds
488,Kavaratti,IN,10.5669,72.642,83.43,77,100,17.87,overcast clouds
489,Alice Springs,AU,-23.7,133.8833,56.75,44,1,12.66,clear sky
490,Flin Flon,CA,54.7682,-101.865,55.42,69,55,5.53,broken clouds
491,Norman Wells,CA,65.282,-126.8329,51.84,93,100,17.27,light intensity shower rain
492,Rincon De La Victoria,ES,36.7172,-4.2758,74.08,53,96,2.68,overcast clouds
493,Statesboro,US,32.4488,-81.7832,74.98,88,100,3.44,overcast clouds
494,Itarema,BR,-2.9248,-39.9167,74.89,86,26,7.78,scattered clouds
495,Xam Nua,LA,20.4197,104.0439,82.81,56,95,4.92,overcast clouds
496,Dolores,AR,-36.3132,-57.6792,40.08,52,2,5.37,clear sky
497,Morena,IN,26.4969,78.0,100.0,26,0,19.86,clear sky
498,Beitbridge,ZW,-22.2167,30.0,55.33,65,0,5.06,clear sky
499,Gawler,AU,-34.6,138.7333,59.25,70,65,8.34,broken clouds
500,Arrecife,ES,28.963,-13.5477,69.78,78,100,13.8,overcast clouds
501,Paranapanema,BR,-23.3886,-48.7228,49.6,78,85,2.3,overcast clouds
502,Boyolangu,ID,-8.1181,111.8935,83.17,74,99,1.54,overcast clouds
503,Curup,ID,-3.4667,102.5333,74.23,83,100,2.98,overcast clouds
504,La Asuncion,VE,11.0333,-63.8628,80.33,94,60,14.97,broken clouds
505,Sur,OM,22.5667,59.5289,86.41,71,3,2.24,clear sky
506,Okhotsk,RU,59.3833,143.3,47.48,80,100,5.39,overcast clouds
507,Mildura,AU,-34.2,142.15,55.08,69,99,14.36,overcast clouds
508,Tateyama,JP,34.9833,139.8667,70.25,74,73,15.93,broken clouds
509,Tadine,NC,-21.55,167.8833,75.51,84,84,9.37,broken clouds
510,Porto Walter,BR,-8.2686,-72.7439,68.59,81,98,1.74,overcast clouds
511,Cervo,ES,43.6702,-7.4101,61.66,91,100,16.33,overcast clouds
512,Chechat,IN,24.7667,75.8833,87.75,56,88,17.27,overcast clouds
513,Shangqiu,CN,34.45,115.65,87.28,34,98,9.66,overcast clouds
514,Smithers,CA,54.7804,-127.1743,55.72,47,40,6.91,scattered clouds
515,Naantali,FI,60.4674,22.0243,56.86,94,0,3.44,clear sky
516,Culebra,PR,18.303,-65.301,82.49,96,47,11.01,scattered clouds
517,Port Hardy,CA,50.6996,-127.4199,53.78,76,75,10.36,broken clouds
518,Kroya,ID,-7.6331,109.2461,83.46,71,100,1.88,overcast clouds
519,Sibolga,ID,1.7427,98.7792,79.61,80,100,2.42,overcast clouds
520,Zarubino,RU,42.63,131.0922,58.75,81,70,9.06,broken clouds
521,Fairlie,GB,55.756,-4.8556,53.22,85,100,18.79,overcast clouds
522,Sola,VU,-13.8833,167.55,80.78,77,22,9.42,few clouds
523,Bloemhof,ZA,-27.6469,25.607,45.41,61,94,6.46,overcast clouds
524,Sukumo,JP,32.9333,132.7333,81.54,52,1,2.51,clear sky
525,San Fernando,PH,15.0286,120.6898,89.33,51,98,4.54,overcast clouds
526,Krasnoselkup,RU,65.7,82.4667,71.62,39,48,23.87,scattered clouds
527,Winslow,US,35.0242,-110.6974,95.18,7,0,17.27,clear sky
528,Kindu,CD,-2.95,25.95,68.65,84,59,1.97,broken clouds
529,Delmenhorst,DE,53.05,8.6167,54.05,99,0,2.3,clear sky
530,Touros,BR,-5.1989,-35.4608,75.96,86,44,5.99,scattered clouds
531,Guadalupe,MX,25.6833,-100.25,88.63,55,2,3.0,clear sky
532,Kotaparh,IN,19.15,82.35,83.84,57,98,6.73,overcast clouds
533,Byron Bay,AU,-28.65,153.6167,67.71,37,86,9.04,overcast clouds
534,Mujiayingzi,CN,42.1167,118.7833,71.17,53,100,12.55,overcast clouds
535,Nador,MA,35.174,-2.9287,71.85,78,100,8.05,overcast clouds
536,Kemijarvi,FI,66.7131,27.4306,56.12,83,40,10.54,scattered clouds
537,Darab,IR,28.7519,54.5444,86.4,15,0,2.77,clear sky
538,Saint Albans,GB,51.75,-0.3333,56.1,87,52,10.36,broken clouds
539,Anadyr,RU,64.75,177.4833,41.5,70,20,17.9,few clouds
540,Tual,ID,-5.6667,132.75,82.98,73,98,6.08,overcast clouds
541,Portland,US,45.5234,-122.6762,65.62,87,75,4.61,broken clouds
542,Hualmay,PE,-11.0964,-77.6139,62.55,84,15,9.35,few clouds
543,San Luis,AR,-33.295,-66.3356,48.22,52,0,7.36,clear sky
544,Canico,PT,32.6333,-16.85,70.72,77,20,4.61,few clouds
545,Orlik,RU,52.5178,99.825,71.47,24,30,2.59,scattered clouds
546,Shumskiy,RU,54.8318,99.1328,77.13,36,100,6.35,overcast clouds
547,Saint-Pierre,RE,-21.3393,55.4781,64.08,63,20,6.91,few clouds
548,Godfrey,US,38.9556,-90.1868,81.68,78,0,0.0,clear sky
549,Camacha,PT,33.0833,-16.3333,63.82,77,40,11.5,scattered clouds
550,Gandajika,CD,-6.75,23.95,65.46,56,12,5.06,few clouds
551,Tommot,RU,58.9564,126.2925,60.64,82,100,4.27,light rain
552,Lodeynoye Pole,RU,60.726,33.5531,54.03,65,45,6.58,scattered clouds
553,Shingu,JP,33.7333,135.9833,77.02,60,0,6.82,clear sky
554,Lamu,KE,-2.2717,40.902,79.02,83,21,16.46,light rain
555,Kahului,US,20.8947,-156.47,84.22,66,40,28.77,scattered clouds
556,Timra,SE,62.487,17.3257,46.08,93,0,3.44,mist
557,Aksarka,RU,66.5606,67.7975,51.4,79,100,22.7,overcast clouds
558,Krapina,HR,46.1608,15.8789,62.51,83,0,3.2,clear sky
559,Oussouye,SN,12.485,-16.5469,78.22,79,100,6.51,overcast clouds
560,Kingsport,US,36.5484,-82.5618,72.91,79,75,0.0,broken clouds
561,Syracuse,IT,37.0881,15.2792,67.32,63,0,8.12,clear sky
562,Hwange,ZW,-18.3693,26.5019,51.93,82,0,2.53,clear sky
563,Beian,NO,63.6559,9.5683,56.01,93,40,6.91,scattered clouds
564,Payo,ID,-3.7508,103.6372,82.51,71,100,1.66,overcast clouds
565,Mount Isa,AU,-20.7333,139.5,67.77,26,51,12.66,broken clouds
566,Foumban,CM,5.7291,10.9001,60.69,94,54,3.65,broken clouds
567,Severo-Yeniseyskiy,RU,60.3725,93.0408,64.17,48,100,9.46,overcast clouds
568,Den Helder,NL,52.9599,4.7593,58.98,94,75,5.99,mist
569,Poltar,SK,48.4309,19.7941,59.29,87,0,4.72,clear sky
570,Deer Lake,CA,49.1667,-57.4316,57.06,77,0,11.5,clear sky
571,Bahia Blanca,AR,-38.7196,-62.2724,47.61,49,54,7.7,broken clouds
572,San Ignacio,BZ,17.1561,-89.0714,75.34,94,0,0.0,clear sky
573,Obra,IN,24.4167,82.9833,100.9,26,4,17.13,clear sky
574,Keti Bandar,PK,24.1447,67.4497,85.05,68,100,13.71,overcast clouds
575,Vestmannaeyjar,IS,63.4427,-20.2734,48.47,86,76,23.71,broken clouds
576,Hammerfest,NO,70.6634,23.6821,45.05,100,100,17.27,light rain
577,Ambunti,PG,-4.2365,142.8448,91.89,51,71,2.48,broken clouds
578,Salisbury,GB,51.0693,-1.7957,52.81,95,89,9.22,overcast clouds
579,Ebnat-Kappel,CH,47.262,9.1247,59.54,73,0,4.85,clear sky
580,Polovinnoye,RU,54.7914,65.9864,58.84,84,55,11.7,broken clouds
581,Svetlyy,RU,54.675,20.1347,59.97,93,88,6.82,overcast clouds
582,Guerrero Negro,MX,27.9769,-114.0611,65.41,86,8,18.52,clear sky
583,Nogliki,RU,51.8333,143.1667,54.39,73,44,9.64,scattered clouds
584,Zolotkovo,RU,55.5281,41.1053,55.49,70,14,7.05,few clouds
585,Nabire,ID,-3.3667,135.4833,84.42,68,47,4.94,scattered clouds
586,Sussex,US,41.1834,-74.6663,64.08,76,0,0.0,clear sky
587,Tupancireta,BR,-29.0806,-53.8358,35.64,75,0,7.45,clear sky
588,Carolina,PR,18.3808,-65.9574,82.29,81,20,10.36,haze
589,Gobabis,NA,-22.45,18.9667,47.19,54,0,12.57,clear sky
590,Alta Floresta,BR,-9.8756,-56.0861,68.74,77,60,3.11,light rain
591,Xilopolis,GR,40.9271,23.1794,66.85,86,87,4.45,overcast clouds
592,Assens,DK,55.2702,9.9008,53.92,90,9,11.12,clear sky
593,Monte San Giovanni Campano,IT,41.6406,13.5137,64.51,66,0,6.8,clear sky
594,Vardo,NO,70.3705,31.1107,57.18,62,75,19.57,broken clouds
595,Olga,RU,43.7444,135.2892,60.15,66,83,6.49,broken clouds
596,San Juan,AR,-31.5375,-68.5364,52.38,45,0,2.53,clear sky
597,Manokwari,ID,-0.8667,134.0833,83.37,68,97,5.48,overcast clouds
598,Kupang,ID,-10.1667,123.5833,83.75,55,87,14.18,overcast clouds
599,Kropotkin,RU,45.4375,40.5756,64.78,56,8,9.6,clear sky
600,Davila,PH,18.4726,120.5763,87.78,70,100,4.65,overcast clouds
601,Burnie,AU,-41.0667,145.9167,53.92,60,96,13.42,overcast clouds
602,Mayskiy,RU,47.6931,40.1025,56.61,73,22,8.61,few clouds
603,Gold Coast,AU,-28.0,153.4333,71.67,58,88,5.75,overcast clouds
604,Ottawa,CA,45.4112,-75.6981,63.16,75,40,4.61,scattered clouds
605,Te Anau,NZ,-45.4167,167.7167,40.5,93,100,3.18,light rain
606,Yibin,CN,28.7667,104.6238,68.63,97,100,2.35,overcast clouds
607,Nioro,GM,13.35,-15.75,77.56,78,57,10.42,broken clouds
608,Labuhan,ID,-6.8844,112.2051,83.64,75,100,6.13,light rain
609,Puerto El Triunfo,SV,13.2833,-88.55,81.52,87,100,2.08,overcast clouds
610,Tabasco,MX,18.0,-92.6667,85.06,70,40,5.75,scattered clouds
611,Ballina,AU,-28.8667,153.5667,68.02,38,57,10.8,broken clouds
612,Epe,NG,6.5841,3.9834,73.11,97,98,1.5,moderate rain
613,Mitu,CO,1.1983,-70.1733,70.11,99,100,2.77,light rain
614,Sawtell,AU,-30.3833,153.1,68.18,45,3,6.91,clear sky
615,Newnan,US,33.3807,-84.7997,79.38,87,75,0.0,broken clouds
616,Katobu,ID,-4.9408,122.5276,82.17,79,92,7.61,overcast clouds
617,Matara,LK,5.9485,80.5353,81.39,81,100,10.87,overcast clouds
618,Soyo,AO,-6.1349,12.3689,72.7,93,7,4.23,clear sky
619,Beloha,MG,-25.1667,45.05,65.25,86,0,11.34,clear sky
620,Saurimo,AO,-9.6608,20.3916,53.89,58,1,5.88,clear sky
621,Preston,GB,53.7667,-2.7167,57.33,94,13,13.33,few clouds
622,Juneau,US,58.3019,-134.4197,55.22,84,100,16.11,overcast clouds
623,Ipoh,MY,4.5841,101.0829,80.51,74,20,7.0,few clouds
624,The Valley,AI,18.217,-63.0578,82.26,82,32,20.36,scattered clouds
625,Nuzvid,IN,16.7833,80.85,88.65,47,99,10.56,overcast clouds
626,Ola,RU,59.5833,151.2833,48.15,88,100,4.74,overcast clouds
627,Ust-Maya,RU,60.4167,134.5333,64.74,68,100,7.61,light rain
628,Awjilah,LY,29.1081,21.2869,69.89,73,0,12.8,clear sky
629,Ashqelon,IL,31.6693,34.5715,75.09,80,0,6.71,clear sky
630,Nizhniy Kuranakh,RU,58.8353,125.4869,57.45,88,100,4.41,light rain
631,Realeza,BR,-25.7689,-53.5325,37.31,83,0,2.93,clear sky
632,Mehamn,NO,71.0357,27.8492,49.91,81,100,7.96,light rain
633,Labytnangi,RU,66.6572,66.4183,60.75,61,88,13.29,overcast clouds
634,Sistranda,NO,63.7256,8.834,51.76,91,100,11.59,overcast clouds
635,Jevargi,IN,17.0167,76.7667,83.14,57,100,11.3,overcast clouds
636,Madimba,TZ,-10.4,40.3333,69.66,88,2,11.63,clear sky
637,Kirakira,SB,-10.4544,161.9205,84.81,63,25,6.38,scattered clouds
638,Xichang,CN,27.8964,102.2634,65.16,96,100,1.19,overcast clouds
639,Pizarro,CO,4.9533,-77.366,76.77,87,100,5.12,light rain
640,Calbuco,CL,-41.768,-73.1273,36.61,83,100,6.73,overcast clouds
641,Tabas,IR,33.5959,56.9244,83.19,30,0,2.13,clear sky
642,Suntar,RU,62.1444,117.6319,53.17,74,99,5.35,light rain
643,Gandai,IN,21.6667,81.1,91.15,43,83,8.28,broken clouds
644,Bonavista,CA,48.6499,-53.1147,51.28,81,100,18.21,overcast clouds
645,Port Lincoln,AU,-34.7333,135.8667,56.89,61,77,5.88,broken clouds
646,Dzaoudzi,YT,-12.7887,45.2699,78.69,73,75,18.41,broken clouds
647,Sibu,MY,2.3,111.8167,80.91,83,40,2.3,scattered clouds
648,Tanda,IN,26.55,82.65,99.07,35,2,7.54,clear sky
649,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,95,100,10.36,overcast clouds
650,Havoysund,NO,70.9963,24.6622,50.23,95,100,21.5,moderate rain
651,Shagonar,RU,51.5333,92.8,70.12,42,7,1.41,clear sky
652,Saint-Louis,SN,16.3333,-15.0,75.06,72,100,14.92,overcast clouds
653,Poum,NC,-20.2333,164.0167,74.7,80,98,16.8,overcast clouds
654,Tafresh,IR,34.692,50.013,65.43,40,0,6.76,clear sky
655,Makhinjauri,GE,41.6739,41.694,73.26,78,75,9.22,light rain
656,Kapoeta,SS,4.7717,33.5903,76.95,46,2,10.63,clear sky
657,Grand Island,US,40.925,-98.342,82.69,51,0,8.05,clear sky
658,Acapulco,MX,16.8634,-99.8901,82.22,78,75,0.0,broken clouds
659,Mnogovershinnyy,RU,53.9353,139.9242,68.4,44,74,1.9,broken clouds
660,Beira,MZ,-19.8436,34.8389,65.19,88,86,7.67,light rain
661,Babol,IR,36.5513,52.679,69.78,88,0,0.0,clear sky
662,Bairiki,KI,1.3292,172.9752,86.0,66,20,9.22,few clouds
663,Lugovoy,KZ,42.9472,72.7644,72.55,52,87,14.58,overcast clouds
664,Cascais,PT,38.6979,-9.4215,68.94,71,8,5.01,clear sky
665,Buala,SB,-8.145,159.5921,84.34,70,72,8.01,light rain
666,Galveston,US,29.3669,-94.9669,85.05,85,25,4.0,scattered clouds
667,Birjand,IR,32.8663,59.2211,70.27,40,0,18.41,clear sky
668,Villarrica,PY,-25.75,-56.4333,39.7,76,0,4.9,clear sky
669,Derbent,RU,42.0678,48.2899,68.56,61,6,7.05,clear sky
670,Chabahar,IR,25.2919,60.643,85.53,74,93,15.95,overcast clouds
671,Zamora,EC,-4.0692,-78.9567,66.38,100,100,2.64,light rain
672,Cedar City,US,37.6775,-113.0619,86.97,10,0,10.36,clear sky
673,Yangambi,CD,0.8102,24.4336,69.08,93,99,2.13,overcast clouds
674,Pucallpa,PE,-8.3791,-74.5539,71.64,78,40,3.44,scattered clouds
675,Umm Kaddadah,SD,13.6017,26.6876,83.93,42,91,6.69,overcast clouds
676,Alanya,TR,36.5438,31.9998,73.53,78,23,6.06,few clouds
677,Macrohon,PH,10.0797,124.9431,83.7,70,68,4.41,broken clouds
678,Chimbote,PE,-9.0853,-78.5783,62.92,87,41,7.87,scattered clouds
679,Bismil,TR,37.8486,40.6658,69.53,35,5,0.58,clear sky
680,Hami,CN,42.8,93.45,87.76,6,0,4.68,clear sky
